Feature,Coefficient,Absolute_Coefficient
Date_2015-06-30,1.9831138528251214e-09,1.9831138528251214e-09
Date_2015-04-19,-1.9536719054043636e-09,1.9536719054043636e-09
Date_2017-05-03,1.922543980081253e-09,1.922543980081253e-09
Date_2021-07-19,-1.8722220057917915e-09,1.8722220057917915e-09
Date_2012-04-21,1.8141611022889552e-09,1.8141611022889552e-09
Date_2014-10-05,1.738533929495281e-09,1.738533929495281e-09
Date_2017-11-04,1.7331159704635271e-09,1.7331159704635271e-09
Date_2014-10-10,-1.6924911891326132e-09,1.6924911891326132e-09
Date_2019-03-28,-1.6782540096927807e-09,1.6782540096927807e-09
Date_2016-07-17,-1.6577802940320963e-09,1.6577802940320963e-09
Date_2021-06-02,-1.638756601468895e-09,1.638756601468895e-09
Date_2019-02-06,-1.5718933657869546e-09,1.5718933657869546e-09
Date_2018-01-07,1.5371768735226607e-09,1.5371768735226607e-09
Date_2015-09-30,-1.4725747322120576e-09,1.4725747322120576e-09
Date_2014-09-23,-1.4490116521684282e-09,1.4490116521684282e-09
Date_2022-05-17,1.3388036530691431e-09,1.3388036530691431e-09
Date_2018-03-08,-1.3355932097364989e-09,1.3355932097364989e-09
Date_2019-08-12,-1.2331928751072982e-09,1.2331928751072982e-09
Date_2017-07-05,-1.0285835639110711e-09,1.0285835639110711e-09
Date_2022-06-30,1.0055966265084105e-09,1.0055966265084105e-09
Date_2012-12-17,-9.755965762526502e-10,9.755965762526502e-10
Date_2020-09-02,9.67426244962708e-10,9.67426244962708e-10
Date_2011-01-04,-9.614386362419978e-10,9.614386362419978e-10
Date_2017-06-18,9.277502205615155e-10,9.277502205615155e-10
Date_2021-11-06,-8.959822710621103e-10,8.959822710621103e-10
Date_2020-09-20,8.751329994519586e-10,8.751329994519586e-10
Date_2015-11-27,-8.532591792240828e-10,8.532591792240828e-10
Date_2016-09-10,7.954847724268474e-10,7.954847724268474e-10
Date_2021-12-26,7.60916655239346e-10,7.60916655239346e-10
Date_2014-12-02,7.346800940109557e-10,7.346800940109557e-10
Date_2022-10-28,7.133688023958947e-10,7.133688023958947e-10
Date_2014-09-04,7.053079520309792e-10,7.053079520309792e-10
Date_2020-07-13,6.996586906208131e-10,6.996586906208131e-10
Date_2019-06-29,-6.742667449826455e-10,6.742667449826455e-10
Date_2018-06-16,-6.415795240879918e-10,6.415795240879918e-10
Date_2013-09-29,6.393832541308154e-10,6.393832541308154e-10
Date_2013-02-20,-6.194002305479845e-10,6.194002305479845e-10
Date_2020-09-22,-6.044219782817353e-10,6.044219782817353e-10
Date_2012-08-04,5.88416852427881e-10,5.88416852427881e-10
Date_2011-04-22,5.759022625039491e-10,5.759022625039491e-10
Date_2020-06-14,-5.654854926519006e-10,5.654854926519006e-10
Date_2022-08-16,3.5129144773600716e-10,3.5129144773600716e-10
Date_2011-09-27,-3.4841522430590494e-10,3.4841522430590494e-10
Date_2018-10-18,-3.387099687339258e-10,3.387099687339258e-10
Date_2013-02-27,-3.3114269724881945e-10,3.3114269724881945e-10
Date_2016-03-18,3.2894220908356507e-10,3.2894220908356507e-10
Date_2014-11-02,3.1844920199146237e-10,3.1844920199146237e-10
Date_2016-01-03,3.1151868210999975e-10,3.1151868210999975e-10
Date_2010-09-10,-2.893174680601567e-10,2.893174680601567e-10
Date_2020-12-02,2.474430209548757e-10,2.474430209548757e-10
Date_2014-01-27,-2.338327143477598e-10,2.338327143477598e-10
Date_2012-02-20,2.299533299701574e-10,2.299533299701574e-10
Date_2011-04-10,1.8533148254284057e-10,1.8533148254284057e-10
Date_2017-12-24,1.5014490375737004e-10,1.5014490375737004e-10
Date_2013-04-26,6.120587452856341e-11,6.120587452856341e-11
Date_2022-08-13,5.3610214652314467e-11,5.3610214652314467e-11
Unnamed: 0,-3.4228175849193576e-13,3.4228175849193576e-13
Date_2010-08-13,1.27500585643158e-20,1.27500585643158e-20
Date_2010-08-03,-1.0380199034048446e-20,1.0380199034048446e-20
Date_2010-07-02,-3.560146582337018e-21,3.560146582337018e-21
Date_2010-07-06,2.093232238853721e-21,2.093232238853721e-21
Date_2010-07-12,-1.9509442487975292e-21,1.9509442487975292e-21
Date_2010-06-27,1.671551072210673e-21,1.671551072210673e-21
Date_2010-07-16,1.616491862687612e-21,1.616491862687612e-21
Date_2010-06-21,-1.3019774373970639e-21,1.3019774373970639e-21
Date_2010-07-09,-4.241368590865649e-22,4.241368590865649e-22
Date_2010-06-30,-2.1382618834495765e-22,2.1382618834495765e-22
Date_2010-06-25,1.0079648128356132e-22,1.0079648128356132e-22
Date_2010-07-28,-4.707156995328614e-23,4.707156995328614e-23
Date_2010-11-27,-9.919705002100762e-25,9.919705002100762e-25
Date_2010-09-17,8.271806125530277e-25,8.271806125530277e-25
Date_2010-12-18,-7.690194757328929e-25,7.690194757328929e-25
Date_2012-03-20,7.140895131805434e-25,7.140895131805434e-25
Date_2010-08-21,-7.140895131805434e-25,7.140895131805434e-25
Date_2010-12-07,-6.979336418416171e-25,6.979336418416171e-25
Date_2010-08-22,-6.623907248959792e-25,6.623907248959792e-25
Date_2011-10-17,6.462348535570529e-25,6.462348535570529e-25
Date_2011-06-25,6.405802985884287e-25,6.405802985884287e-25
Date_2012-07-15,6.333101564859118e-25,6.333101564859118e-25
Date_2012-03-03,-6.268478079503413e-25,6.268478079503413e-25
Date_2011-04-25,-6.074607623436297e-25,6.074607623436297e-25
Date_2014-09-17,-5.888815103038644e-25,5.888815103038644e-25
Date_2012-02-10,-5.840347489021865e-25,5.840347489021865e-25
Date_2012-11-03,-5.751490196657771e-25,5.751490196657771e-25
Date_2011-09-15,5.686866711302065e-25,5.686866711302065e-25
Date_2014-09-06,5.686866711302065e-25,5.686866711302065e-25
Date_2012-09-02,-5.686866711302065e-25,5.686866711302065e-25
Date_2011-03-30,5.62224322594636e-25,5.62224322594636e-25
Date_2011-09-30,-5.371827220193002e-25,5.371827220193002e-25
Date_2010-10-11,5.299125799167834e-25,5.299125799167834e-25
Date_2015-06-23,-5.234502313812128e-25,5.234502313812128e-25
Date_2015-09-22,-5.234502313812128e-25,5.234502313812128e-25
Date_2011-12-10,-5.186034699795349e-25,5.186034699795349e-25
Date_2013-05-26,-5.169878828456423e-25,5.169878828456423e-25
Date_2014-07-16,5.169878828456423e-25,5.169878828456423e-25
Date_2011-04-01,-5.169878828456423e-25,5.169878828456423e-25
Date_2014-09-12,-5.105255343100718e-25,5.105255343100718e-25
Date_2012-12-14,4.911384887033602e-25,4.911384887033602e-25
Date_2016-06-16,4.8467614016778965e-25,4.8467614016778965e-25
Date_2016-05-16,-4.782137916322191e-25,4.782137916322191e-25
Date_2016-10-30,-4.717514430966486e-25,4.717514430966486e-25
Date_2013-05-09,-4.652890945610781e-25,4.652890945610781e-25
Date_2014-07-13,4.652890945610781e-25,4.652890945610781e-25
Date_2013-11-08,-4.652890945610781e-25,4.652890945610781e-25
Date_2014-10-26,4.652890945610781e-25,4.652890945610781e-25
Date_2011-08-03,-4.652890945610781e-25,4.652890945610781e-25
Date_2010-10-23,4.588267460255075e-25,4.588267460255075e-25
Date_2012-04-04,4.52364397489937e-25,4.52364397489937e-25
Date_2012-10-26,4.426708746865812e-25,4.426708746865812e-25
Date_2015-06-25,4.422669779031081e-25,4.422669779031081e-25
Date_2012-01-18,-4.3943970041879595e-25,4.3943970041879595e-25
Date_2017-09-07,4.3943970041879595e-25,4.3943970041879595e-25
Date_2011-08-17,4.265150033476549e-25,4.265150033476549e-25
Date_2010-10-26,4.1359030627651384e-25,4.1359030627651384e-25
Date_2017-02-01,4.1359030627651384e-25,4.1359030627651384e-25
Date_2011-09-08,4.1359030627651384e-25,4.1359030627651384e-25
Date_2014-07-19,4.1359030627651384e-25,4.1359030627651384e-25
Date_2010-09-06,-4.1359030627651384e-25,4.1359030627651384e-25
Date_2016-10-21,4.1359030627651384e-25,4.1359030627651384e-25
Date_2011-02-07,4.1359030627651384e-25,4.1359030627651384e-25
Date_2012-11-15,-4.1359030627651384e-25,4.1359030627651384e-25
Date_2015-07-08,4.1359030627651384e-25,4.1359030627651384e-25
Date_2013-08-25,-4.1359030627651384e-25,4.1359030627651384e-25
Date_2014-11-18,4.071279577409433e-25,4.071279577409433e-25
Date_2013-09-27,4.0470457704010436e-25,4.0470457704010436e-25
Date_2011-07-06,4.006656092053728e-25,4.006656092053728e-25
Date_2011-04-24,-4.006656092053728e-25,4.006656092053728e-25
Date_2013-08-10,-4.006656092053728e-25,4.006656092053728e-25
Date_2012-10-23,3.877409121342317e-25,3.877409121342317e-25
Date_2014-08-11,-3.877409121342317e-25,3.877409121342317e-25
Date_2012-01-03,3.877409121342317e-25,3.877409121342317e-25
Date_2016-08-02,-3.877409121342317e-25,3.877409121342317e-25
Date_2010-09-22,3.877409121342317e-25,3.877409121342317e-25
Date_2011-02-09,3.7602790541351014e-25,3.7602790541351014e-25
Date_2011-01-20,3.7481621506309067e-25,3.7481621506309067e-25
Date_2011-01-30,3.6835386652752014e-25,3.6835386652752014e-25
Date_2013-03-24,-3.618915179919496e-25,3.618915179919496e-25
Date_2012-08-23,-3.618915179919496e-25,3.618915179919496e-25
Date_2012-04-27,3.618915179919496e-25,3.618915179919496e-25
Date_2017-10-03,-3.618915179919496e-25,3.618915179919496e-25
Date_2016-03-01,3.618915179919496e-25,3.618915179919496e-25
Date_2015-04-20,3.618915179919496e-25,3.618915179919496e-25
Date_2015-12-13,-3.618915179919496e-25,3.618915179919496e-25
Date_2013-01-10,3.618915179919496e-25,3.618915179919496e-25
Date_2013-02-02,3.5813022919585582e-25,3.5813022919585582e-25
Date_2014-04-25,-3.554291694563791e-25,3.554291694563791e-25
Date_2013-06-06,3.5381358232248645e-25,3.5381358232248645e-25
Date_2014-03-01,3.4896682092080855e-25,3.4896682092080855e-25
Date_2013-05-05,-3.457356466530233e-25,3.457356466530233e-25
Date_2010-12-29,-3.457356466530233e-25,3.457356466530233e-25
Date_2012-02-26,-3.3927329811745276e-25,3.3927329811745276e-25
Date_2011-04-28,-3.3765771098356013e-25,3.3765771098356013e-25
Date_2011-08-21,3.360421238496675e-25,3.360421238496675e-25
Date_2015-03-09,3.360421238496675e-25,3.360421238496675e-25
Date_2017-06-10,-3.360421238496675e-25,3.360421238496675e-25
Date_2016-03-06,-3.360421238496675e-25,3.360421238496675e-25
Date_2017-08-09,-3.2957977531409696e-25,3.2957977531409696e-25
Date_2013-09-14,-3.2311742677852644e-25,3.2311742677852644e-25
Date_2017-01-25,3.2311742677852644e-25,3.2311742677852644e-25
Date_2014-07-30,3.2311742677852644e-25,3.2311742677852644e-25
Date_2011-05-30,-3.166550782429559e-25,3.166550782429559e-25
Date_2016-09-07,-3.101927297073854e-25,3.101927297073854e-25
Date_2012-08-31,3.101927297073854e-25,3.101927297073854e-25
Date_2015-07-06,3.101927297073854e-25,3.101927297073854e-25
Date_2011-05-12,3.101927297073854e-25,3.101927297073854e-25
Date_2013-08-23,3.101927297073854e-25,3.101927297073854e-25
Date_2010-11-05,-3.101927297073854e-25,3.101927297073854e-25
Date_2011-11-02,-3.101927297073854e-25,3.101927297073854e-25
Date_2013-02-06,3.101927297073854e-25,3.101927297073854e-25
Date_2012-04-24,3.101927297073854e-25,3.101927297073854e-25
Date_2017-07-21,3.101927297073854e-25,3.101927297073854e-25
Date_2012-11-27,-3.101927297073854e-25,3.101927297073854e-25
Date_2010-12-26,-3.0373038117181485e-25,3.0373038117181485e-25
Date_2018-05-23,-2.972680326362443e-25,2.972680326362443e-25
Date_2015-03-07,2.972680326362443e-25,2.972680326362443e-25
Date_2013-09-03,-2.972680326362443e-25,2.972680326362443e-25
Date_2013-09-18,-2.972680326362443e-25,2.972680326362443e-25
Date_2015-02-05,2.916134776676201e-25,2.916134776676201e-25
Date_2013-07-07,2.908056841006738e-25,2.908056841006738e-25
Date_2017-02-26,-2.908056841006738e-25,2.908056841006738e-25
Date_2012-11-23,2.8838230339983484e-25,2.8838230339983484e-25
Date_2012-07-07,2.8757450983288853e-25,2.8757450983288853e-25
Date_2012-11-13,2.8434333556510326e-25,2.8434333556510326e-25
Date_2013-11-12,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2012-02-23,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2017-01-02,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2015-06-27,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2012-01-04,2.8434333556510326e-25,2.8434333556510326e-25
Date_2010-11-13,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2012-01-25,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2016-04-27,2.8434333556510326e-25,2.8434333556510326e-25
Date_2011-07-21,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2015-03-03,2.8434333556510326e-25,2.8434333556510326e-25
Date_2015-01-20,-2.8434333556510326e-25,2.8434333556510326e-25
Date_2014-03-24,-2.81112161297318e-25,2.81112161297318e-25
Date_2017-11-15,2.7788098702953273e-25,2.7788098702953273e-25
Date_2017-03-19,2.7788098702953273e-25,2.7788098702953273e-25
Date_2011-02-02,2.7384201919480115e-25,2.7384201919480115e-25
Date_2014-11-17,2.714186384939622e-25,2.714186384939622e-25
Date_2013-09-28,-2.714186384939622e-25,2.714186384939622e-25
Date_2014-09-30,-2.714186384939622e-25,2.714186384939622e-25
Date_2015-02-08,-2.714186384939622e-25,2.714186384939622e-25
Date_2011-03-11,2.714186384939622e-25,2.714186384939622e-25
Date_2011-08-04,2.714186384939622e-25,2.714186384939622e-25
Date_2011-08-14,2.714186384939622e-25,2.714186384939622e-25
Date_2015-05-04,-2.649562899583917e-25,2.649562899583917e-25
Date_2012-05-10,2.649562899583917e-25,2.649562899583917e-25
Date_2012-05-08,-2.649562899583917e-25,2.649562899583917e-25
Date_2010-11-18,-2.617251156906064e-25,2.617251156906064e-25
Date_2016-08-24,-2.5849394142282115e-25,2.5849394142282115e-25
Date_2011-11-08,-2.5849394142282115e-25,2.5849394142282115e-25
Date_2014-09-03,2.5849394142282115e-25,2.5849394142282115e-25
Date_2017-03-23,2.5849394142282115e-25,2.5849394142282115e-25
Date_2012-11-30,2.5849394142282115e-25,2.5849394142282115e-25
Date_2017-11-22,2.5849394142282115e-25,2.5849394142282115e-25
Date_2016-07-29,-2.5849394142282115e-25,2.5849394142282115e-25
Date_2011-03-28,2.5849394142282115e-25,2.5849394142282115e-25
Date_2011-09-29,2.5849394142282115e-25,2.5849394142282115e-25
Date_2012-11-11,2.5849394142282115e-25,2.5849394142282115e-25
Date_2016-09-21,2.5849394142282115e-25,2.5849394142282115e-25
Date_2016-06-20,-2.5849394142282115e-25,2.5849394142282115e-25
Date_2017-12-12,-2.5849394142282115e-25,2.5849394142282115e-25
Date_2015-09-18,2.5849394142282115e-25,2.5849394142282115e-25
Date_2013-07-20,2.5849394142282115e-25,2.5849394142282115e-25
Date_2011-02-23,2.5849394142282115e-25,2.5849394142282115e-25
Date_2017-04-11,-2.568783542889285e-25,2.568783542889285e-25
Date_2012-06-04,2.5445497358808957e-25,2.5445497358808957e-25
Date_2011-05-31,-2.520315928872506e-25,2.520315928872506e-25
Date_2017-08-29,-2.520315928872506e-25,2.520315928872506e-25
Date_2016-10-06,-2.520315928872506e-25,2.520315928872506e-25
Date_2011-09-19,-2.50416005753358e-25,2.50416005753358e-25
Date_2014-11-04,-2.4880041861946536e-25,2.4880041861946536e-25
Date_2011-10-24,-2.4880041861946536e-25,2.4880041861946536e-25
Date_2015-05-07,2.455692443516801e-25,2.455692443516801e-25
Date_2010-12-05,2.455692443516801e-25,2.455692443516801e-25
Date_2015-08-25,2.4233807008389483e-25,2.4233807008389483e-25
Date_2011-11-27,2.407224829500022e-25,2.407224829500022e-25
Date_2013-09-01,2.3910689581610956e-25,2.3910689581610956e-25
Date_2013-05-28,2.3910689581610956e-25,2.3910689581610956e-25
Date_2013-10-28,2.3749130868221693e-25,2.3749130868221693e-25
Date_2011-11-30,-2.35067927981378e-25,2.35067927981378e-25
Date_2011-03-20,2.3264454728053903e-25,2.3264454728053903e-25
Date_2015-12-16,2.3264454728053903e-25,2.3264454728053903e-25
Date_2019-01-24,-2.3264454728053903e-25,2.3264454728053903e-25
Date_2013-06-28,-2.3264454728053903e-25,2.3264454728053903e-25
Date_2019-04-23,-2.3264454728053903e-25,2.3264454728053903e-25
Date_2015-03-24,-2.3264454728053903e-25,2.3264454728053903e-25
Date_2015-06-07,-2.3264454728053903e-25,2.3264454728053903e-25
Date_2016-07-12,-2.3264454728053903e-25,2.3264454728053903e-25
Date_2017-07-20,-2.3264454728053903e-25,2.3264454728053903e-25
Date_2018-01-09,2.3264454728053903e-25,2.3264454728053903e-25
Date_2012-09-05,2.3264454728053903e-25,2.3264454728053903e-25
Date_2013-07-15,2.3264454728053903e-25,2.3264454728053903e-25
Date_2010-09-01,2.3264454728053903e-25,2.3264454728053903e-25
Date_2016-07-11,-2.2941337301275377e-25,2.2941337301275377e-25
Date_2015-05-05,-2.2941337301275377e-25,2.2941337301275377e-25
Date_2013-08-19,2.2941337301275377e-25,2.2941337301275377e-25
Date_2014-10-16,2.261821987449685e-25,2.261821987449685e-25
Date_2011-09-03,-2.261821987449685e-25,2.261821987449685e-25
Date_2017-04-28,-2.1971985020939798e-25,2.1971985020939798e-25
Date_2012-04-17,-2.1971985020939798e-25,2.1971985020939798e-25
Date_2013-11-23,2.1971985020939798e-25,2.1971985020939798e-25
Date_2017-09-19,2.1971985020939798e-25,2.1971985020939798e-25
Date_2017-08-23,2.1971985020939798e-25,2.1971985020939798e-25
Date_2015-03-16,2.1971985020939798e-25,2.1971985020939798e-25
Date_2018-08-21,2.1971985020939798e-25,2.1971985020939798e-25
Date_2018-09-23,-2.1971985020939798e-25,2.1971985020939798e-25
Date_2011-04-06,-2.1971985020939798e-25,2.1971985020939798e-25
Date_2011-06-16,-2.193159534259248e-25,2.193159534259248e-25
Date_2015-04-01,-2.0921853383909587e-25,2.0921853383909587e-25
Date_2016-06-01,-2.0841074027214955e-25,2.0841074027214955e-25
Date_2018-10-16,2.0760294670520323e-25,2.0760294670520323e-25
Date_2017-09-10,2.0679515313825692e-25,2.0679515313825692e-25
Date_2012-02-04,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2012-08-25,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2019-06-21,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2018-10-30,2.0679515313825692e-25,2.0679515313825692e-25
Date_2013-11-05,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2015-10-24,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2017-09-23,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2010-12-10,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2013-10-12,2.0679515313825692e-25,2.0679515313825692e-25
Date_2014-10-29,2.0679515313825692e-25,2.0679515313825692e-25
Date_2015-01-10,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2016-02-27,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2016-10-14,2.0679515313825692e-25,2.0679515313825692e-25
Date_2013-05-21,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2014-08-07,-2.0679515313825692e-25,2.0679515313825692e-25
Date_2017-02-28,2.003328046026864e-25,2.003328046026864e-25
Date_2010-11-10,2.003328046026864e-25,2.003328046026864e-25
Date_2011-02-21,-2.003328046026864e-25,2.003328046026864e-25
Date_2017-04-26,-1.9710163033490113e-25,1.9710163033490113e-25
Date_2013-07-05,1.9387045606711586e-25,1.9387045606711586e-25
Date_2010-08-25,1.9387045606711586e-25,1.9387045606711586e-25
Date_2013-01-18,-1.9387045606711586e-25,1.9387045606711586e-25
Date_2017-03-30,-1.9387045606711586e-25,1.9387045606711586e-25
Date_2013-08-07,-1.9387045606711586e-25,1.9387045606711586e-25
Date_2013-04-08,-1.9387045606711586e-25,1.9387045606711586e-25
Date_2015-03-27,1.906392817993306e-25,1.906392817993306e-25
Date_2011-08-20,1.8740810753154533e-25,1.8740810753154533e-25
Date_2019-02-22,-1.8417693326376007e-25,1.8417693326376007e-25
Date_2016-10-22,1.809457589959748e-25,1.809457589959748e-25
Date_2014-12-22,1.809457589959748e-25,1.809457589959748e-25
Date_2013-12-03,1.809457589959748e-25,1.809457589959748e-25
Date_2013-06-25,-1.809457589959748e-25,1.809457589959748e-25
Date_2012-08-28,-1.809457589959748e-25,1.809457589959748e-25
Date_2019-01-29,-1.809457589959748e-25,1.809457589959748e-25
Date_2011-10-05,1.809457589959748e-25,1.809457589959748e-25
Date_2011-04-07,-1.809457589959748e-25,1.809457589959748e-25
Date_2013-02-11,-1.809457589959748e-25,1.809457589959748e-25
Date_2011-02-08,1.809457589959748e-25,1.809457589959748e-25
Date_2014-04-30,-1.809457589959748e-25,1.809457589959748e-25
Date_2010-11-29,1.809457589959748e-25,1.809457589959748e-25
Date_2016-09-24,-1.809457589959748e-25,1.809457589959748e-25
Date_2013-08-22,1.809457589959748e-25,1.809457589959748e-25
Date_2013-10-09,1.809457589959748e-25,1.809457589959748e-25
Date_2013-05-08,-1.809457589959748e-25,1.809457589959748e-25
Date_2012-09-24,-1.809457589959748e-25,1.809457589959748e-25
Date_2017-11-11,1.809457589959748e-25,1.809457589959748e-25
Date_2015-04-24,-1.809457589959748e-25,1.809457589959748e-25
Date_2018-12-11,1.809457589959748e-25,1.809457589959748e-25
Date_2016-09-04,1.7933017186208217e-25,1.7933017186208217e-25
Date_2011-06-05,-1.7771458472818954e-25,1.7771458472818954e-25
Date_2013-04-25,-1.7771458472818954e-25,1.7771458472818954e-25
Date_2016-10-11,-1.7448341046040428e-25,1.7448341046040428e-25
Date_2015-04-11,1.7448341046040428e-25,1.7448341046040428e-25
Date_2016-12-28,1.7286782332651164e-25,1.7286782332651164e-25
Date_2018-08-31,1.71252236192619e-25,1.71252236192619e-25
Date_2017-03-12,1.6802106192483375e-25,1.6802106192483375e-25
Date_2011-04-19,1.6478988765704848e-25,1.6478988765704848e-25
Date_2017-07-15,-1.6478988765704848e-25,1.6478988765704848e-25
Date_2015-05-28,1.6478988765704848e-25,1.6478988765704848e-25
Date_2011-03-15,1.6155871338926322e-25,1.6155871338926322e-25
Date_2010-12-22,1.6155871338926322e-25,1.6155871338926322e-25
Date_2010-12-09,-1.6155871338926322e-25,1.6155871338926322e-25
Date_2012-10-02,1.5832753912147795e-25,1.5832753912147795e-25
Date_2011-08-02,-1.550963648536927e-25,1.550963648536927e-25
Date_2016-02-19,-1.550963648536927e-25,1.550963648536927e-25
Date_2016-04-09,1.550963648536927e-25,1.550963648536927e-25
Date_2012-03-04,-1.550963648536927e-25,1.550963648536927e-25
Date_2013-04-12,1.550963648536927e-25,1.550963648536927e-25
Date_2017-12-27,1.550963648536927e-25,1.550963648536927e-25
Date_2019-08-04,1.550963648536927e-25,1.550963648536927e-25
Date_2015-06-14,1.550963648536927e-25,1.550963648536927e-25
Date_2013-10-22,-1.550963648536927e-25,1.550963648536927e-25
Date_2010-10-02,-1.550963648536927e-25,1.550963648536927e-25
Date_2015-11-04,-1.550963648536927e-25,1.550963648536927e-25
Date_2017-03-29,-1.550963648536927e-25,1.550963648536927e-25
Date_2015-11-20,-1.550963648536927e-25,1.550963648536927e-25
Date_2013-05-27,1.550963648536927e-25,1.550963648536927e-25
Date_2016-03-03,-1.550963648536927e-25,1.550963648536927e-25
Date_2017-08-26,-1.550963648536927e-25,1.550963648536927e-25
Date_2013-07-08,1.550963648536927e-25,1.550963648536927e-25
Date_2018-07-05,1.550963648536927e-25,1.550963648536927e-25
Date_2018-05-18,1.550963648536927e-25,1.550963648536927e-25
Date_2017-01-05,-1.550963648536927e-25,1.550963648536927e-25
Date_2017-12-11,1.550963648536927e-25,1.550963648536927e-25
Date_2019-08-06,-1.550963648536927e-25,1.550963648536927e-25
Date_2016-10-07,1.550963648536927e-25,1.550963648536927e-25
Date_2014-07-15,1.550963648536927e-25,1.550963648536927e-25
Date_2011-08-26,-1.550963648536927e-25,1.550963648536927e-25
Date_2012-08-15,-1.550963648536927e-25,1.550963648536927e-25
Date_2011-04-08,-1.5186519058590742e-25,1.5186519058590742e-25
Date_2014-12-18,-1.510573970189611e-25,1.510573970189611e-25
Date_2018-12-22,-1.4944180988506848e-25,1.4944180988506848e-25
Date_2013-03-13,-1.4863401631812216e-25,1.4863401631812216e-25
Date_2013-04-24,-1.4863401631812216e-25,1.4863401631812216e-25
Date_2016-07-28,-1.454028420503369e-25,1.454028420503369e-25
Date_2017-05-20,-1.454028420503369e-25,1.454028420503369e-25
Date_2020-02-04,1.454028420503369e-25,1.454028420503369e-25
Date_2019-08-31,1.4297946134949795e-25,1.4297946134949795e-25
Date_2019-06-09,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2011-10-22,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2010-11-12,1.4217166778255163e-25,1.4217166778255163e-25
Date_2014-09-25,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2011-01-05,1.4217166778255163e-25,1.4217166778255163e-25
Date_2014-04-21,1.4217166778255163e-25,1.4217166778255163e-25
Date_2015-03-15,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2016-04-06,1.4217166778255163e-25,1.4217166778255163e-25
Date_2014-06-13,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2011-07-29,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2017-07-31,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2013-11-25,1.4217166778255163e-25,1.4217166778255163e-25
Date_2020-03-01,1.4217166778255163e-25,1.4217166778255163e-25
Date_2010-10-30,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2013-09-05,-1.4217166778255163e-25,1.4217166778255163e-25
Date_2019-03-31,1.40556080648659e-25,1.40556080648659e-25
Date_2012-10-07,-1.357093192469811e-25,1.357093192469811e-25
Date_2012-06-07,1.357093192469811e-25,1.357093192469811e-25
Date_2017-03-09,1.357093192469811e-25,1.357093192469811e-25
Date_2017-10-10,1.357093192469811e-25,1.357093192469811e-25
Date_2016-12-25,-1.3247814497919584e-25,1.3247814497919584e-25
Date_2015-10-08,-1.300547642783569e-25,1.300547642783569e-25
Date_2016-06-17,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2014-09-01,1.2924697071141057e-25,1.2924697071141057e-25
Date_2018-11-09,1.2924697071141057e-25,1.2924697071141057e-25
Date_2013-12-11,1.2924697071141057e-25,1.2924697071141057e-25
Date_2014-05-10,1.2924697071141057e-25,1.2924697071141057e-25
Date_2017-10-21,1.2924697071141057e-25,1.2924697071141057e-25
Date_2017-11-25,1.2924697071141057e-25,1.2924697071141057e-25
Date_2013-12-09,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2013-06-24,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2011-10-21,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2014-11-21,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2011-12-21,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2015-04-28,1.2924697071141057e-25,1.2924697071141057e-25
Date_2015-02-13,1.2924697071141057e-25,1.2924697071141057e-25
Date_2017-12-06,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2019-02-19,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2016-07-24,1.2924697071141057e-25,1.2924697071141057e-25
Date_2017-07-01,1.2924697071141057e-25,1.2924697071141057e-25
Date_2017-07-09,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2019-11-15,1.2924697071141057e-25,1.2924697071141057e-25
Date_2018-06-10,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2010-11-11,1.2924697071141057e-25,1.2924697071141057e-25
Date_2013-04-30,1.2924697071141057e-25,1.2924697071141057e-25
Date_2019-07-17,1.2924697071141057e-25,1.2924697071141057e-25
